"ticker","date","PX_LAST","rets","name","source","estrategia"
"GDUEEGF INDEX",1992-10-31,362.499,0.0534882909902528,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1992-11-30,358.594,-0.010772443510189,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1992-12-31,369.135,0.029395360770119,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-01-31,370.92,0.00483562924133452,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-02-28,377.14,0.0167691146338833,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-03-31,389.612,0.0330699474996023,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-04-30,398.572,0.0229972382780816,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-05-31,409.677,0.0278619672229861,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-06-30,421.825,0.0296526287782815,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-07-31,432.967,0.0264137971907781,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-08-31,469.526,0.0844383059216984,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-09-30,486.699,0.0365751843348399,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-10-31,530.367,0.0897228060875406,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-11-30,553.837,0.0442523761847928,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1993-12-31,645.384,0.165295926418784,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-01-31,657.126,0.0181938194935107,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-02-28,645.436,-0.0177895867763563,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-03-31,587.031,-0.090489219690256,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-04-30,575.289,-0.020002350812819,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-05-31,594.978,0.0342245375802421,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-06-30,578.578,-0.0275640443848344,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-07-31,614.553,0.0621783061229428,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-08-31,690.827,0.124112973169116,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-09-30,698.678,0.0113646397723308,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-10-31,686.075,-0.0180383524313059,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-11-30,650.403,-0.051994315490289,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1994-12-31,598.165,-0.0803163577043772,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-01-31,534.525,-0.106392049016576,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-02-28,520.816,-0.0256470698283522,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-03-31,524.125,0.00635349144419517,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-04-30,547.638,0.0448614357262105,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-05-31,576.772,0.0531993762302836,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-06-30,578.478,0.00295784122668907,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-07-31,591.463,0.0224468346246529,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-08-31,577.531,-0.0235551505335077,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-09-30,574.79,-0.00474606557916368,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-10-31,552.787,-0.038280067502914,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-11-30,542.929,-0.0178332703193094,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1995-12-31,567.009,0.0443520239294641,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-01-31,607.313,0.0710817641342554,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-02-29,597.657,-0.0158995443865024,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-03-31,602.312,0.007788748395819,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-04-30,626.394,0.0399826003798696,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-05-31,623.597,-0.00446524072708232,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-06-30,627.491,0.00624441746833293,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-07-31,584.606,-0.0683436097091432,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-08-31,599.57,0.0255967266842969,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-09-30,604.764,0.00866287506045982,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-10-31,588.635,-0.0266699076003202,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-11-30,598.498,0.0167557144920027,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1996-12-31,601.205,0.00452298921633831,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-01-31,642.213,0.068209678894886,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-02-28,669.716,0.042825355450606,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-03-31,652.124,-0.0262678508502111,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-04-30,653.276,0.00176653519882719,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-05-31,671.973,0.0286203687262352,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-06-30,707.935,0.0535170311902413,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-07-31,718.503,0.0149279241738296,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-08-31,627.074,-0.127249294714149,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-09-30,644.449,0.0277080535949505,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-10-31,538.703,-0.164087460761053,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-11-30,519.047,-0.0364876379006613,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1997-12-31,531.555,0.0240980103921224,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-01-31,489.865,-0.0784302659179199,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-02-28,540.995,0.104375695344636,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-03-31,564.472,0.0433959648425586,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-04-30,558.323,-0.0108933658356836,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-05-31,481.81,-0.137040745231703,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-06-30,431.27,-0.104896120877524,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-07-31,444.944,0.0317063556472743,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-08-31,316.293,-0.28913975691323,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-09-30,336.357,0.0634348531266895,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-10-31,371.776,0.105301807305928,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-11-30,402.696,0.0831683594422448,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1998-12-31,396.86,-0.0144923217513956,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-01-31,390.457,-0.0161341531018495,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-02-28,394.255,0.00972706341543361,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-03-31,446.214,0.131790338740156,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-04-30,501.42,0.123720905215883,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-05-31,498.503,-0.00581747836145352,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-06-30,555.079,0.113491794432531,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-07-31,540,-0.0271655025681028,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-08-31,544.913,0.00909814814814824,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-09-30,526.472,-0.0338420995645177,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-10-31,537.682,0.0212926803324773,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-11-30,585.893,0.0896645228964332,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",1999-12-31,660.407,0.127180218913692,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-01-31,664.343,0.00595996105431951,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-02-29,673.117,0.0132070331139185,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-03-31,676.402,0.00488028084270642,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-04-30,612.284,-0.0947927415944957,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-05-31,586.971,-0.0413419262956406,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-06-30,607.647,0.0352249088966918,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-07-31,576.396,-0.0514295306320941,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-08-31,579.23,0.00491675861733953,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-09-30,528.654,-0.0873159194102516,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-10-31,490.325,-0.0725029981802843,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-11-30,447.454,-0.0874338448987916,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2000-12-31,458.257,0.0241432638885786,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-01-31,521.359,0.137700024222216,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-02-28,480.536,-0.0783011322332596,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-03-31,433.338,-0.0982194882381341,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-04-30,454.75,0.0494117755654939,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-05-31,460.178,0.0119362286970863,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-06-30,450.732,-0.0205268396142362,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-07-31,422.25,-0.0631905433827641,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-08-31,418.085,-0.00986382474837189,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-09-30,353.374,-0.154779530478252,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-10-31,375.304,0.0620588951082988,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-11-30,414.487,0.104403363673182,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2001-12-31,447.387,0.0793752276910975,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-01-31,462.548,0.0338878867736434,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-02-28,470.147,0.0164285652516063,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-03-31,498.427,0.0601513994559149,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-04-30,501.662,0.00649041885772639,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-05-31,493.669,-0.0159330385797609,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-06-30,456.633,-0.0750219276478774,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-07-31,421.903,-0.0760567019904387,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-08-31,428.404,0.0154087550929953,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-09-30,382.183,-0.107891149475729,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-10-31,406.982,0.0648877631919789,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-11-30,434.996,0.0688335110643712,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2002-12-31,420.543,-0.0332255928790149,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-01-31,418.712,-0.00435389484547366,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-02-28,407.411,-0.0269899119203653,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-03-31,395.859,-0.0283546590543702,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-04-30,431.119,0.0890721191131187,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-05-31,462.061,0.0717713670703448,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-06-30,488.396,0.0569946392359451,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-07-31,518.983,0.0626274580463393,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-08-31,553.817,0.067119732245565,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-09-30,557.877,0.0073309414481677,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-10-31,605.351,0.0850976111221651,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-11-30,612.79,0.0122887382692025,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2003-12-31,657.215,0.0724962874720541,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-01-31,680.556,0.0355150141125811,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-02-29,711.95,0.0461299290580055,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-03-31,721.098,0.0128492169393917,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-04-30,662.143,-0.081757264615905,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-05-31,649.102,-0.0196951413818466,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-06-30,652.067,0.00456784912078545,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-07-31,640.537,-0.0176822320405725,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-08-31,667.35,0.0418601891850119,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-09-30,705.894,0.0577567992807373,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-10-31,722.805,0.0239568547118971,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-11-30,789.755,0.0926252585413772,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2004-12-31,827.775,0.0481415122411382,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-01-31,830.395,0.00316511129231989,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-02-28,903.311,0.0878088138777329,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-03-31,843.8,-0.0658809645847334,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-04-30,821.31,-0.0266532353638304,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-05-31,850.227,0.0352083866018922,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-06-30,879.576,0.0345190166861322,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-07-31,941.813,0.0707579561061238,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-08-31,950.291,0.00900178697894383,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-09-30,1038.902,0.0932461740666806,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-10-31,971.025,-0.0653353251798534,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-11-30,1051.423,0.082797044360341,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2005-12-31,1113.707,0.0592378138960248,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-01-31,1238.782,0.112305121544535,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-02-28,1237.596,-0.000957392018934633,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-03-31,1248.69,0.00896415308388199,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-04-30,1337.8,0.0713627882020356,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-05-31,1197.914,-0.104564209896846,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-06-30,1195.374,-0.00212035254617604,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-07-31,1212.953,0.0147058577482864,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-08-31,1244.464,0.0259787477338362,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-09-30,1254.925,0.0084060286195502,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-10-31,1314.597,0.0475502520070921,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-11-30,1412.502,0.0744752954707792,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2006-12-31,1476.239,0.0451234759313617,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-01-31,1461.328,-0.0101006679812686,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-02-28,1452.863,-0.00579267625064317,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-03-31,1511.062,0.0400581472582067,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-04-30,1582.967,0.0475857377129465,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-05-31,1660.277,0.048838668146588,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-06-30,1738.809,0.0473005408133702,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-07-31,1831.455,0.0532812977158503,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-08-31,1793.133,-0.0209243470355537,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-09-30,1991.31,0.110519967007467,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-10-31,2213.537,0.11159839502639,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-11-30,2056.724,-0.0708427281766691,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2007-12-31,2064.109,0.00359066165416455,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-01-31,1807.125,-0.124501177021175,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-02-29,1941.17,0.0741758317769938,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-03-31,1838.62,-0.0528289639753345,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-04-30,1988.128,0.081315334326832,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-05-31,2025.589,0.0188423481787894,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-06-30,1823.792,-0.0996238624913544,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-07-31,1756.441,-0.0369291015642134,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-08-31,1616.719,-0.0795483594382048,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-09-30,1333.962,-0.174895575545286,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-10-31,969.08,-0.273532529412382,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-11-30,896.199,-0.0752063813101086,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2008-12-31,966.344,0.0782694468527638,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-01-31,904.332,-0.0641717649201528,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-02-28,853.468,-0.0562448304383789,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-03-31,976.236,0.143846049295346,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-04-30,1138.841,0.166563208076735,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-05-31,1334.095,0.171449745838093,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-06-30,1316.389,-0.0132719184166046,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-07-31,1465.355,0.113162598593577,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-08-31,1460.503,-0.00331114303359947,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-09-30,1593.312,0.090933739951236,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-10-31,1595.43,0.00132930650117502,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-11-30,1664.043,0.0430059607754647,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2009-12-31,1729.963,0.0396143609269712,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-01-31,1633.76,-0.0556098598640549,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-02-28,1639.853,0.00372943394378611,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-03-31,1772.373,0.0808121215743118,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-04-30,1794.242,0.0123388248410463,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-05-31,1637.2,-0.0875255400330612,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-06-30,1625.457,-0.00717261177620321,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-07-31,1761.969,0.0839837657963267,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-08-31,1728.343,-0.0190843312226265,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-09-30,1920.647,0.111264951459288,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-10-31,1976.583,0.0291235193140646,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-11-30,1924.485,-0.0263576080538992,"Emergentes","bbg","macromodel"
"GDUEEGF INDEX",2010-12-31,2062.042,0.0714773043177785,"Emergentes","bbg","macromodel"
