Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,1636.44,23.40,57.81,36.96,,,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,1634.39,23.52,57.46,36.80,,,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,1703.36,23.59,56.96,38.26,,,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,1580.72,23.66,56.46,35.42,,,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1499.48,23.71,55.96,33.53,,,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1513.16,23.69,55.64,33.77,,,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,1677.24,23.72,55.45,37.37,,,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,1745.17,23.76,55.30,38.82,,,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,1826.82,23.82,55.49,40.58,,,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,1821.40,23.91,55.75,40.40,,,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,1866.98,23.96,55.91,41.36,,,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,1930.29,23.79,56.78,42.70,,,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,1926.40,23.79,58.05,42.56,,,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,1912.63,23.79,59.32,42.18,,,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,1991.16,23.81,60.56,43.83,,,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,1909.44,23.84,61.82,41.93,,,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,1887.00,23.82,62.93,41.32,,,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,1857.68,23.80,64.82,40.55,,,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,1986.52,23.81,66.79,43.21,,,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2040.34,23.84,68.79,44.20,,,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2029.89,23.80,69.91,43.77,,,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,1965.96,23.69,70.81,42.19,,,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2024.77,23.53,71.53,43.22,,,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2050.46,23.49,71.94,43.53,,,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,1987.97,23.43,72.31,41.97,,,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2038.21,23.28,72.38,42.78,,,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2048.85,23.07,73.04,42.76,,,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2066.18,22.90,73.87,42.87,,,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2031.38,22.62,74.31,41.90,,,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,1920.26,22.55,72.47,39.37,,,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,1902.45,22.50,70.73,38.78,,,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,1838.47,22.47,69.07,37.27,,,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,1833.37,22.20,66.55,36.98,,,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,1785.22,21.97,64.20,35.83,,,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,1617.61,21.78,61.98,32.33,,,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,1616.63,21.57,57.82,32.17,,,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,1718.28,21.35,53.66,34.07,,,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,1672.63,21.19,49.68,33.07,,,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,1630.95,21.27,45.99,32.16,,,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,1595.81,21.29,42.16,31.40,,,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1408.21,21.22,38.16,27.67,,,,,,
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1456.18,21.29,36.66,28.58,,,,,,
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,1530.57,21.33,35.09,30.01,,,,,,
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,1557.38,21.41,33.58,30.50,,,,,,
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,1547.45,21.36,33.51,30.28,,,,,,
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1487.91,21.27,33.39,29.09,,,,,,
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,1550.99,21.15,33.20,30.29,,,,,,
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1486.41,21.17,33.93,29.01,,,,,,
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1442.72,21.30,34.84,28.13,,,,,,
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1354.77,21.43,35.73,26.39,,,,,,
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1205.89,21.30,37.15,23.46,,,,,,
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1213.81,21.12,38.49,23.59,,,,,,
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1152.38,20.98,39.89,22.37,,,,,,
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1133.00,21.07,38.74,21.96,,,,,,
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1206.32,21.19,37.66,23.35,,,,,,
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1194.70,21.35,36.66,23.10,,,,,,
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1185.02,21.32,37.70,22.90,,,,,,
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1098.76,21.23,38.61,21.21,,,,,,
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1104.73,21.16,39.56,21.31,,,,,,
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1163.88,21.19,41.49,22.43,,,,,,
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1225.95,21.20,43.41,23.59,,,,,,
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1292.70,21.16,45.21,24.83,,,,,,
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1297.23,21.32,46.91,24.87,,,,,,
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1288.39,21.42,48.48,24.64,,,,,,
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1323.04,21.53,50.07,25.24,,,,,,
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1349.53,21.90,54.52,25.68,,,,,,
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1367.74,22.31,59.08,25.95,,,,,,
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1409.31,22.68,63.56,26.64,,,,,,
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1469.79,22.84,64.67,27.66,,,,,,
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1475.89,22.99,65.72,27.65,,,,,,
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1441.58,23.11,66.69,26.89,,,,,,
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1448.98,23.29,68.25,26.90,,,,,,
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1401.68,23.40,69.61,25.90,,,,,,
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1435.23,23.57,71.14,26.40,,,,,,
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1403.35,23.84,71.94,25.70,,,,,,
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1381.17,24.06,72.59,25.17,,,,,,
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1414.61,24.25,73.12,25.67,,,,,,
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1406.63,24.24,73.06,25.41,,,,,,
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1470.99,24.35,73.35,26.47,,,,,,
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1514.63,24.55,73.95,27.14,,,,,,
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1489.02,24.83,74.50,26.59,,,,,,
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1503.31,25.02,74.77,26.74,,,,,,
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1485.77,25.15,74.88,26.34,,,,,,
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1438.21,25.27,75.63,25.41,,,,,,
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1456.81,25.59,76.96,25.65,,,,,,
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1485.68,25.86,78.17,26.07,,,,,,
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1503.43,25.97,79.13,26.29,,,,,,
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1498.26,26.05,80.04,26.10,,,,,,
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1482.17,25.96,80.36,25.73,,,,,,
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1438.21,26.21,81.55,24.88,,,,,,
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1505.09,26.72,83.58,25.93,,,,,,
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,1541.38,27.14,85.28,26.44,,,,,,
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,1549.91,27.16,85.79,26.47,,,,,,
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,1544.28,27.33,86.76,26.25,,,,,,
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,1556.33,27.40,87.42,26.33,,,,,,
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,1553.26,27.43,87.41,26.15,,,,,,
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,1531.15,27.56,87.69,25.65,,,,,,
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1484.50,27.77,88.24,24.75,,,,,,
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1488.47,27.94,89.59,24.70,,,,,,
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1517.27,28.15,91.01,25.05,,,,,,
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,1560.98,28.55,93.07,25.64,,,,,,
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,1623.85,29.01,94.75,26.54,,,,,,
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,1656.40,29.37,96.06,26.93,,,,,,
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,1687.03,29.63,97.08,27.28,,,,,,
2007.01,1424.16,25.08,82.06,202.416,2007.04,4.76,1691.08,29.78,97.44,27.21,,,,,,
2007.02,1444.80,25.29,82.60,203.499,2007.12,4.72,1706.46,29.87,97.56,27.32,,,,,,
2007.03,1406.95,25.49,83.15,205.352,2007.21,4.56,1646.76,29.83,97.32,26.23,,,,,,
2007.04,1463.64,25.72,83.74,206.686,2007.29,4.69,1702.06,29.91,97.38,26.98,,,,,,
2007.05,1511.14,25.94,84.33,207.949,2007.37,4.75,1746.62,29.99,97.47,27.55,,,,,,
2007.06,1514.19,26.17,84.92,208.352,2007.46,5.10,1746.76,30.19,97.96,27.42,,,,,,
2007.07,1520.71,26.44,82.81,208.299,2007.54,5.00,1754.73,30.51,95.56,27.41,,,,,,
2007.08,1454.62,26.71,80.71,207.917,2007.62,4.67,1681.55,30.88,93.30,26.15,,,,,,
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,1725.93,31.10,90.61,26.73,,,,,,
2007.1,1539.66,27.23,74.46,208.936,2007.79,4.53,1771.18,31.32,85.66,27.32,,,,,,
2007.11,1463.39,27.48,70.32,210.177,2007.87,4.15,1673.50,31.43,80.42,25.73,,,,,,
2007.12,1479.22,27.73,66.18,210.036,2007.96,4.10,1692.74,31.73,75.73,25.96,,,,,,
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1569.97,31.79,73.16,24.02,,,,,,
2008.02,1354.87,28.11,62.32,211.693,2008.12,3.74,1538.30,31.92,70.76,23.50,,,,,,
2008.03,1316.94,28.3,60.39,213.528,2008.21,3.51,1482.39,31.86,67.98,22.61,,,,,,
2008.04,1370.47,28.44,57.38,214.823,2008.29,3.68,1533.34,31.82,64.20,23.36,,,,,,
2008.05,1403.22,28.57,54.38,216.632,2008.37,3.88,1556.88,31.70,60.33,23.70,,,,,,
2008.06,1341.25,28.71,51.37,218.815,2008.46,4.10,1473.27,31.54,56.43,22.42,,,,,,
2008.07,1257.33,28.76,49.56,219.964,2008.54,4.01,1373.88,31.42,54.16,20.91,,,,,,
2008.08,1281.47,28.80,47.76,219.086,2008.62,3.89,1405.87,31.60,52.39,21.40,,,,,,
2008.09,1216.95,28.85,45.95,218.783,2008.71,3.69,1336.93,31.69,50.48,20.36,,,,,,
2008.1,968.8,28.70,35.59,216.573,2008.79,3.81,1075.18,31.85,39.50,16.39,,,,,,
2008.11,883.04,28.54,25.24,212.425,2008.87,3.53,999.14,32.30,28.55,15.26,,,,,,
2008.12,877.56,28.39,14.88,210.228,2008.96,2.42,1003.31,32.46,17.01,15.38,,,,,,
2009.01,865.58,28.01,12.21,211.143,2009.04,2.52,985.33,31.89,13.90,15.17,,,,,,
2009.02,805.23,27.64,9.53,212.193,2009.12,2.87,912.09,31.30,10.80,14.12,,,,,,
2009.03,757.13,27.26,6.86,212.709,2009.21,2.82,855.53,30.80,7.75,13.32,,,,,,
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,955.99,30.10,7.98,14.98,,,,,,
2009.05,902.41,26.15,7.29,213.856,2009.37,3.29,1014.22,29.39,8.20,16.00,,,,,,
2009.06,926.12,25.59,7.51,215.693,2009.46,3.72,1032.01,28.52,8.37,16.38,,,,,,
2009.07,935.82,25.03,9.19,215.351,2009.54,3.56,1044.47,27.93,10.25,16.69,,,,,,
2009.08,1009.73,24.46,10.86,215.834,2009.62,3.59,1124.44,27.24,12.10,18.09,,,,,,
2009.09,1044.55,23.9,12.54,215.969,2009.71,3.4,1162.49,26.60,13.96,18.83,,,,,,
2009.1,1067.66,23.40,25.35,216.177,2009.79,3.39,1187.06,26.02,28.19,19.36,,,,,,
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.4,1208.90,25.45,42.40,19.81,,,,,,
2009.12,1110.38,22.41,50.97,215.949,2009.96,3.59,1235.87,24.94,56.73,20.32,,,,,,
2010.01,1123.58,22.24,54.29,216.687,2010.04,3.73,1246.30,24.67,60.22,20.53,,,,,,
2010.02,1089.16,22.07,57.61,216.741,2010.12,3.69,1207.82,24.47,63.89,19.92,,,,,,
2010.03,1152.05,21.9,60.93,217.631,2010.21,3.73,1272.33,24.19,67.29,21.00,,,,,,
2010.04,1197.32,21.95,62.99,218.009,2010.29,3.85,1320.04,24.20,69.44,21.80,,,,,,
2010.05,1125.06,21.99,65.04,218.178,2010.37,3.42,1239.41,24.23,71.65,20.48,,,,,,
2010.06,1083.36,22.04,67.1,217.965,2010.46,3.2,1194.64,24.30,73.99,19.74,,,,,,
2010.07,1079.8,22.14,68.69,218.011,2010.54,3.01,1190.46,24.41,75.73,19.67,,,,,,
2010.08,1087.28,22.25,70.27,218.312,2010.62,2.7,1197.06,24.49,77.37,19.77,,,,,,
2010.09,1122.08,22.35,71.86,218.439,2010.71,2.65,1234.65,24.59,79.07,20.38,,,,,,
2010.1,1171.58,22.48,73.69,218.711,2010.79,2.54,1287.51,24.70,80.98,21.24,,,,,,
2010.11,1198.89,22.60,75.52,218.803,2010.87,2.76,1316.97,24.83,82.96,21.70,,,,,,
2010.12,1241.53,22.73,77.35,219.179,2010.96,3.29,1361.47,24.93,84.82,22.40,,,,,,
2011.01,1282.62,22.96,78.67,220.223,2011.04,3.39,1399.87,25.06,85.86,22.98,,,,,,
2011.02,1321.12,23.20,79.99,221.309,2011.12,3.58,1434.81,25.19,86.87,23.49,,,,,,
2011.03,1304.49,23.43,81.31,223.467,2011.21,3.41,1403.07,25.20,87.45,22.90,,,,,,
2011.04,1331.51,23.73,82.16,224.906,2011.29,3.46,1422.97,25.36,87.81,23.14,,,,,,
2011.05,1338.31,24.04,83.02,225.964,2011.37,3.17,1423.54,25.57,88.30,23.06,,,,,,
2011.06,1287.29,24.34,83.87,225.722,2011.46,3,1370.73,25.92,89.31,22.10,,,,,,
2011.07,1325.19,24.62,84.91,225.922,2011.54,3,1409.84,26.19,90.33,22.61,,,,,,
2011.08,1185.31,24.90,85.94,226.545,2011.62,2.3,1257.56,26.42,91.18,20.05,,,,,,
2011.09,1173.88,25.18,86.98,226.889,2011.71,1.98,1243.54,26.67,92.14,19.70,,,,,,
2011.1,1207.22,25.60,86.97,226.421,2011.79,2.15,1281.51,27.17,92.32,20.16,,,,,,
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1302.99,27.64,92.39,20.35,,,,,,
2011.12,1243.32,26.43,86.95,225.672,2011.96,1.98,1324.21,28.15,92.61,20.52,,,,,,
2012.01,1300.58,26.74,87.48,226.665,2012.04,1.97,1379.12,28.35,92.76,21.21,,,,,,
2012.02,1352.49,27.04,88.01,227.663,2012.12,1.97,1427.88,28.55,92.92,21.80,,,,,,
2012.03,1389.24,27.35,88.54,229.392,2012.21,2.17,1455.63,28.66,92.77,22.05,,,,,,
2012.04,1386.43,27.67,88.33,230.085,2012.29,2.05,1448.31,28.91,92.28,21.78,,,,,,
2012.05,1341.27,28.00,88.13,229.815,2012.37,1.8,1402.78,29.28,92.17,20.94,,,,,,
2012.06,1323.48,28.32,87.92,229.478,2012.46,1.62,1386.20,29.66,92.09,20.55,,,,,,
2012.07,1359.78,28.74,87.45,229.104,2012.54,1.53,1426.55,30.15,91.74,21.00,,,,,,
2012.08,1403.45,29.17,86.97,230.379,2012.62,1.68,1464.22,30.43,90.74,21.41,,,,,,
2012.09,1443.42,29.59,86.5,231.407,2012.71,1.72,1499.23,30.73,89.84,21.78,,,,,,
2012.1,1437.82,30.14,86.50,231.317,2012.79,1.75,1493.99,31.32,89.88,21.58,,,,,,
2012.11,1394.51,30.70,86.51,230.221,2012.87,1.65,1455.89,32.05,90.31,20.90,,,,,,
2012.12,1422.29,31.25,86.51,229.601,2012.96,1.72,1488.90,32.71,90.56,21.24,,,,,,
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1545.16,32.92,90.71,21.90,,,,,,
2013.02,1512.31,31.82,87.30,232.166,2013.12,1.98,1565.64,32.95,90.38,22.05,,,,,,
2013.03,1550.83,32.11,87.7,232.773,2013.21,1.96,1601.34,33.16,90.56,22.42,,,,,,
2013.04,1570.7,32.50,88.78,232.531,2013.29,1.76,1623.54,33.59,91.77,22.60,,,,,,
2013.05,1639.84,32.88,89.87,232.945,2013.37,1.93,1691.99,33.93,92.72,23.41,,,,,,
2013.06,1618.77,33.27,90.95,233.504,2013.46,2.3,1666.26,34.25,93.62,22.93,,,,,,
2013.07,1668.68,33.65,92.09,233.596,2013.54,2.58,1716.95,34.62,94.75,23.49,,,,,,
2013.08,1670.09,34.02,93.23,233.877,2013.62,2.74,1716.34,34.97,95.81,23.36,,,,,,
2013.09,1687.17,34.4,94.37,234.149,2013.71,2.81,1731.88,35.31,96.87,23.44,,,,,,
2013.1,1720.03,34.60,96.31,233.546,2013.79,2.62,1770.17,35.61,99.12,23.83,,,,,,
2013.11,1783.54,34.79,98.26,233.069,2013.87,2.72,1839.29,35.88,101.33,24.64,,,,,,
2013.12,1807.78,34.99,100.2,233.049,2013.96,2.9,1864.44,36.09,103.34,24.86,,,,,,
2014.01,1822.36,35.40,100.42,233.916,2014.04,2.86,1872.51,36.38,103.18,24.86,,,,,,
2014.02,1817.04,35.82,100.63,234.781,2014.12,2.71,1860.17,36.67,103.02,24.59,,,,,,
2014.03,1863.52,36.23,100.85,236.293,2014.21,2.72,1895.55,36.85,102.58,24.96,,,,,,
2014.04,1864.26,36.61,101.61,237.072,2014.29,2.71,1890.07,37.12,103.01,24.79,,,,,,
2014.05,1889.77,37.00,102.36,237.9,2014.37,2.56,1909.26,37.38,103.42,24.94,,,,,,
2014.06,1947.09,37.38,103.12,238.343,2014.46,2.6,1963.52,37.70,103.99,25.56,,,,,,
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,1990.52,38.08,104.99,25.82,,,,,,
2014.08,1961.53,38.12,105.01,237.852,2014.62,2.42,1982.16,38.52,106.12,25.62,,,,,,
2014.09,1993.23,38.49,105.96,238.031,2014.71,2.53,2012.68,38.87,106.99,25.92,,,,,,
2014.1,1937.27,38.81,104.74,237.433,2014.79,2.3,1961.10,39.28,106.03,25.16,,,,,,
2014.11,2044.57,39.12,103.53,236.151,2014.87,2.33,2080.96,39.82,105.37,26.61,,,,,,
2014.12,2054.27,39.44,102.31,234.812,2014.96,2.21,2102.75,40.37,104.72,26.79,,,,,,
2015.01,2028.18,39.90,101.29,233.707,2015.04,1.88,2085.86,41.03,104.17,26.49,,,,,,
2015.02,2082.2,40.35,100.27,234.722,2015.12,1.98,2132.16,41.32,102.68,27.00,,,,,,
2015.03,2079.99,40.81,99.25,236.119,2015.21,2.04,2117.29,41.54,101.03,26.73,,,,,,
2015.04,2094.86,41.12,97.80,236.599,2015.29,1.94,2128.10,41.77,99.36,26.79,,,,,,
2015.05,2111.94,41.43,96.36,237.805,2015.37,2.2,2134.58,41.87,97.39,26.81,,,,,,
2015.06,2099.29,41.74,94.91,238.638,2015.46,2.36,2114.38,42.04,95.59,26.50,,,,,,
2015.07,2094.14,42.00,93.49,238.654,2015.54,2.32,2109.05,42.30,94.16,26.38,,,,,,
2015.08,2039.87,42.25,92.08,238.316,2015.62,2.17,2057.31,42.61,92.86,25.69,,,,,,
2015.09,1944.41,42.51,90.66,237.945,2015.71,2.17,1964.09,42.94,91.58,24.50,,,,,,
2015.1,2024.81,42.80,89.28,237.838,2015.79,2.07,2046.23,43.26,90.23,25.49,,,,,,
2015.11,2080.62,43.10,87.91,237.336,2015.87,2.26,2107.08,43.64,89.02,26.23,,,,,,
2015.12,2054.08,43.39,86.53,236.525,2015.96,2.24,2087.33,44.09,87.93,25.97,,,,,,
2016.01,1918.6,43.55,86.50,236.916,2016.04,2.09,1946.44,44.19,87.76,24.21,,,,,,
2016.02,1904.42,43.72,86.47,237.111,2016.12,1.78,1930.47,44.31,87.65,24.00,,,,,,
2016.03,2021.95,43.88,86.44,238.132,2016.21,1.89,2040.81,44.29,87.25,25.37,,,,,,
2016.04,2075.54,44.07,,239.261,2016.29,1.81,2085.02,44.27,,25.92,,,,,,
2016.05,2065.55,44.27,,240.236,2016.37,1.81,2066.56,44.29,,25.71,,,,,,
2016.06,2083.89,44.46,,241.038,2016.46,1.64,2077.97,44.33,,25.87,,,,,,
2016.07,2148.9,,,240.647,2016.54,1.5,2146.28,,,26.75,,,,,,
2016.08,2170.95,,,240.452,2016.62,1.56,2170.07,,,27.07,,,,,,
2016.09,2127.81,,,240.354,2016.71,1.6,2127.81,,,26.57,,,,,,
,Sept 2016 P is Sept 9 close,,,"Aug, Sept  2016 CPI estimated",,Sept 2016 long rate os Sept 2 value,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,16.48
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
