Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,,,,,
1871.01,4.44,0.26,0.40,12.46,1871.04,5.32,85.62,5.01,7.71,NA,,,,,,
1871.02,4.50,0.26,0.40,12.84,1871.13,5.32,84.21,4.87,7.48,NA,,,,,,
1871.03,4.61,0.26,0.40,13.03,1871.21,5.33,85.00,4.79,7.38,NA,,,,,,
1871.04,4.74,0.26,0.40,12.56,1871.29,5.33,90.71,4.98,7.66,NA,,,,,,
1871.05,4.86,0.26,0.40,12.27,1871.38,5.33,95.17,5.09,7.83,NA,,,,,,
1871.06,4.82,0.26,0.40,12.08,1871.46,5.34,95.88,5.17,7.96,NA,,,,,,
1871.07,4.73,0.26,0.40,12.08,1871.54,5.34,94.08,5.17,7.96,NA,,,,,,
1871.08,4.79,0.26,0.40,11.89,1871.63,5.34,96.80,5.25,8.08,NA,,,,,,
1871.09,4.84,0.26,0.40,12.18,1871.71,5.35,95.52,5.13,7.89,NA,,,,,,
1871.1,4.59,0.26,0.40,12.37,1871.79,5.35,89.19,5.05,7.77,NA,,,,,,
1871.11,4.64,0.26,0.40,12.37,1871.88,5.35,90.16,5.05,7.77,NA,,,,,,
1871.12,4.74,0.26,0.40,12.65,1871.96,5.36,90.03,4.94,7.60,NA,,,,,,
1872.01,4.86,0.26,0.40,12.65,1872.04,5.36,92.31,5.00,7.64,NA,,,,,,
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,92.69,5.07,7.69,NA,,,,,,
1872.03,5.04,0.27,0.41,12.84,1872.21,5.40,94.31,5.05,7.63,NA,,,,,,
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,94.82,5.00,7.51,NA,,,,,,
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,94.82,5.07,7.55,NA,,,,,,
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,94.59,5.16,7.65,NA,,,,,,
1872.07,5.10,0.28,0.42,12.84,1872.54,5.47,95.43,5.30,7.81,NA,,,,,,
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,93.62,5.33,7.80,NA,,,,,,
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,91.27,5.35,7.79,NA,,,,,,
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,93.69,5.53,8.01,NA,,,,,,
1872.11,4.95,0.30,0.43,13.13,1872.88,5.54,90.61,5.43,7.83,NA,,,,,,
1872.12,5.07,0.30,0.43,12.94,1872.96,5.56,94.17,5.57,7.99,NA,,,,,,
1873.01,5.11,0.30,0.43,12.94,1873.04,5.58,94.92,5.62,8.03,NA,,,,,,
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,93.60,5.54,7.91,NA,,,,,,
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,92.87,5.59,7.95,NA,,,,,,
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,91.60,5.63,8.00,NA,,,,,,
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,93.80,5.80,8.22,NA,,,,,,
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,95.31,6.03,8.52,NA,,,,,,
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,95.11,6.08,8.56,NA,,,,,,
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,95.11,6.12,8.61,NA,,,,,,
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,87.84,6.17,8.66,NA,,,,,,
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,82.05,6.36,8.91,NA,,,,,,
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,81.65,6.62,9.25,NA,,,,,,
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,87.23,6.51,9.08,NA,,,,,,
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,90.55,6.41,8.94,NA,,,,,,
1874.02,4.80,0.33,0.46,12.37,1874.13,5.44,93.27,6.41,8.94,NA,,,,,,
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,91.91,6.41,8.94,NA,,,,,,
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,90.78,6.51,9.08,NA,,,,,,
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,89.11,6.56,9.15,NA,,,,,,
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,90.86,6.72,9.37,NA,,,,,,
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,90.13,6.67,9.30,NA,,,,,,
1874.08,4.47,0.33,0.46,11.80,1874.63,5.24,91.06,6.72,9.37,NA,,,,,,
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,92.49,6.72,9.37,NA,,,,,,
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,93.80,6.83,9.52,NA,,,,,,
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,95.41,6.89,9.60,NA,,,,,,
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,94.78,6.89,9.60,NA,,,,,,
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,94.78,6.84,9.43,NA,,,,,,
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,94.57,6.79,9.25,NA,,,,,,
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,95.83,6.73,9.08,NA,,,,,,
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,96.28,6.63,8.84,NA,,,,,,
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,94.89,6.74,8.88,NA,,,,,,
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,94.57,6.80,8.85,NA,,,,,,
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,94.78,6.75,8.67,NA,,,,,,
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,94.41,6.64,8.42,NA,,,,,,
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,94.35,6.64,8.31,NA,,,,,,
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,92.84,6.59,8.13,NA,,,,,,
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,95.17,6.59,8.02,NA,,,,,,
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,95.99,6.59,7.91,NA,,,,,,
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,98.83,6.65,7.83,NA,,,,,,
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,100.16,6.65,7.68,NA,,,,,,
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,99.94,6.65,7.53,NA,,,,,,
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,97.02,6.71,7.45,NA,,,,,,
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,96.87,6.95,7.57,NA,,,,,,
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,98.90,7.15,7.63,NA,,,,,,
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,97.71,7.15,7.47,NA,,,,,,
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,92.78,7.08,7.24,NA,,,,,,
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,86.31,7.02,7.02,NA,,,,,,
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,84.28,6.89,6.74,NA,,,,,,
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,81.93,6.83,6.52,NA,,,,,,
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,80.03,6.71,6.26,NA,,,,,,
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,77.98,6.39,6.19,NA,,,,,,
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,75.33,6.35,6.39,NA,,,,,,
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,74.84,6.43,6.73,NA,,,,,,
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,67.52,6.05,6.58,NA,,,,,,
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,66.31,5.73,6.50,NA,,,,,,
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,65.06,5.84,6.91,NA,,,,,,
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,67.29,5.57,6.89,NA,,,,,,
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,74.80,5.56,7.19,NA,,,,,,
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,80.24,5.39,7.31,NA,,,,,,
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,81.98,5.16,7.35,NA,,,,,,
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,82.35,5.03,7.54,NA,,,,,,
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,82.10,4.80,7.58,NA,,,,,,
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,84.64,4.93,7.83,NA,,,,,,
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,83.68,4.95,7.94,NA,,,,,,
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,87.07,5.04,8.13,NA,,,,,,
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,90.45,5.07,8.24,NA,,,,,,
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,93.75,5.22,8.54,NA,,,,,,
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,97.89,5.31,8.76,NA,,,,,,
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,98.78,5.23,8.68,NA,,,,,,
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,96.84,5.14,8.61,NA,,,,,,
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,98.80,5.12,8.63,NA,,,,,,
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,98.78,5.16,8.75,NA,,,,,,
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,99.61,5.19,8.88,NA,,,,,,
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,101.34,5.29,9.11,NA,,,,,,
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,103.95,5.28,9.17,NA,,,,,,
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,106.50,5.26,9.23,NA,,,,,,
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,105.98,5.37,9.51,NA,,,,,,
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,110.74,5.48,9.79,NA,,,,,,
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,115.73,5.53,9.96,NA,,,,,,
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,117.69,5.65,10.25,NA,,,,,,
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,118.67,5.63,10.30,NA,,,,,,
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,119.55,5.68,10.48,NA,,,,,,
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,119.78,5.53,10.29,NA,,,,,,
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,125.77,5.29,9.90,NA,,,,,,
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,125.80,5.06,9.55,NA,,,,,,
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,121.85,4.95,9.41,NA,,,,,,
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,122.94,4.93,9.36,NA,,,,,,
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,125.10,5.05,9.58,NA,,,,,,
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,126.31,5.12,9.71,NA,,,,,,
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,128.29,5.45,10.32,NA,,,,,,
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,121.72,5.74,10.87,NA,,,,,,
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,124.75,5.99,11.33,NA,,,,,,
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,130.48,6.12,11.57,NA,,,,,,
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,135.16,6.25,11.81,NA,,,,,,
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,133.53,6.32,11.92,NA,,,,,,
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,137.39,6.44,12.16,NA,,,,,,
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,143.15,6.51,12.27,NA,,,,,,
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,147.53,6.57,12.38,NA,,,,,,
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,157.95,6.76,12.40,18.47,,,,,,
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,155.86,6.82,12.17,18.15,,,,,,
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,157.63,6.95,12.06,18.27,,,,,,
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,155.57,7.00,11.84,17.95,,,,,,
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,164.20,7.20,11.85,18.87,,,,,,
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,166.22,7.33,11.75,19.03,,,,,,
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,158.82,7.38,11.53,18.12,,,,,,
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,152.06,7.36,11.20,17.29,,,,,,
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,147.56,7.20,10.68,16.72,,,,,,
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,143.85,7.25,10.49,16.26,,,,,,
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,146.14,7.44,10.49,16.48,,,,,,
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,141.89,7.55,10.39,15.96,,,,,,
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,139.77,7.55,10.37,15.68,,,,,,
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,135.43,7.48,10.25,15.15,,,,,,
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,135.20,7.48,10.23,15.09,,,,,,
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,133.96,7.42,10.12,14.92,,,,,,
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,131.13,7.35,10.01,14.57,,,,,,
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,129.27,7.28,9.90,14.33,,,,,,
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,137.79,7.35,9.97,15.24,,,,,,
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,140.65,7.28,9.86,15.53,,,,,,
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,145.96,7.48,10.12,16.08,,,,,,
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,143.31,7.55,10.19,15.76,,,,,,
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,138.46,7.63,10.27,15.19,,,,,,
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,140.50,7.70,10.35,15.38,,,,,,
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,139.78,7.72,10.29,15.27,,,,,,
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,135.36,7.67,10.13,14.76,,,,,,
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,138.34,7.76,10.16,15.05,,,,,,
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,142.58,7.85,10.20,15.48,,,,,,
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,141.51,7.95,10.24,15.34,,,,,,
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,147.02,8.21,10.48,15.90,,,,,,
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,147.70,8.40,10.63,15.95,,,,,,
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,141.00,8.42,10.57,15.20,,,,,,
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,144.02,8.53,10.61,15.49,,,,,,
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,140.11,8.55,10.55,15.05,,,,,,
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,143.68,8.66,10.59,15.41,,,,,,
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,139.07,8.59,10.42,14.90,,,,,,
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,134.90,8.55,10.22,14.43,,,,,,
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,138.55,8.51,10.03,14.81,,,,,,
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,138.03,8.46,9.83,14.74,,,,,,
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,134.55,8.60,9.84,14.35,,,,,,
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,126.31,8.74,9.85,13.47,,,,,,
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,121.15,8.69,9.64,12.91,,,,,,
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,122.46,8.74,9.54,13.04,,,,,,
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,130.15,8.70,9.34,13.86,,,,,,
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,127.42,8.74,9.23,13.57,,,,,,
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,124.62,8.79,9.12,13.27,,,,,,
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,124.87,8.95,9.11,13.30,,,,,,
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,126.02,9.00,9.00,13.43,,,,,,
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,123.11,8.83,8.91,13.13,,,,,,
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,125.45,8.56,8.71,13.38,,,,,,
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,128.66,8.59,8.81,13.73,,,,,,
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,126.89,8.32,8.62,13.55,,,,,,
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,128.39,8.35,8.72,13.71,,,,,,
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,130.87,8.37,8.83,13.98,,,,,,
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,134.13,8.10,8.62,14.33,,,,,,
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,141.65,7.92,8.52,15.13,,,,,,
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,141.53,7.84,8.52,15.12,,,,,,
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,149.74,7.66,8.42,15.99,,,,,,
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,157.58,7.39,8.22,16.82,,,,,,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,152.75,7.05,7.93,16.30,,,,,,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,156.38,7.17,8.27,16.69,,,,,,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,159.39,7.12,8.42,17.01,,,,,,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,157.96,7.15,8.67,16.84,,,,,,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,157.73,7.19,8.93,16.80,,,,,,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,158.52,7.32,9.32,16.86,,,,,,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,167.88,7.35,9.59,17.83,,,,,,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,168.31,7.21,9.63,17.85,,,,,,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,167.48,7.07,9.67,17.72,,,,,,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,171.84,7.02,9.82,18.15,,,,,,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,176.21,6.96,9.98,18.56,,,,,,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,180.57,6.91,10.14,18.97,,,,,,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,173.75,6.78,10.17,18.19,,,,,,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,167.81,6.69,10.00,17.51,,,,,,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,164.65,6.69,9.96,17.13,,,,,,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,168.51,6.76,10.03,17.47,,,,,,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,172.37,6.84,10.10,17.82,,,,,,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,175.35,6.91,10.18,18.08,,,,,,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,172.32,7.07,10.38,17.71,,,,,,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,170.14,7.23,10.58,17.43,,,,,,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,163.90,7.22,10.53,16.74,,,,,,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,163.74,7.38,10.73,16.68,,,,,,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,156.38,7.37,10.68,15.88,,,,,,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,157.51,7.36,10.62,15.95,,,,,,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,153.02,7.26,10.45,15.46,,,,,,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,152.43,7.13,10.10,15.36,,,,,,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,153.31,7.16,9.97,15.42,,,,,,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,147.50,7.11,9.73,14.81,,,,,,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,149.81,7.15,9.60,15.02,,,,,,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,153.65,7.18,9.46,15.39,,,,,,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,150.67,7.22,9.32,15.08,,,,,,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,152.76,7.08,8.97,15.28,,,,,,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,156.03,7.03,8.72,15.60,,,,,,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,159.89,6.98,8.47,15.99,,,,,,
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,157.15,6.85,8.13,15.72,,,,,,
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,152.15,6.73,7.79,15.22,,,,,,
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,149.25,6.68,7.55,14.95,,,,,,
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,157.58,6.89,7.92,15.80,,,,,,
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,161.31,6.95,8.12,16.19,,,,,,
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,159.89,7.01,8.32,16.07,,,,,,
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,159.58,6.98,8.42,16.05,,,,,,
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,167.99,7.13,8.74,16.92,,,,,,
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,170.83,7.10,8.84,17.22,,,,,,
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,167.36,7.08,8.95,16.89,,,,,,
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,169.57,7.05,9.05,17.13,,,,,,
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,171.53,6.94,9.04,17.35,,,,,,
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,168.41,6.91,9.15,17.05,,,,,,
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,166.85,6.89,9.25,16.91,,,,,,
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,163.89,6.78,9.24,16.61,,,,,,
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,169.88,6.95,9.45,17.22,,,,,,
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,167.99,6.95,9.42,17.03,,,,,,
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,166.73,6.95,9.39,16.90,,,,,,
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,170.20,6.95,9.37,17.26,,,,,,
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,175.27,6.86,9.23,17.79,,,,,,
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,174.02,6.86,9.20,17.68,,,,,,
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,172.78,6.86,9.18,17.59,,,,,,
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,162.70,6.62,8.82,16.60,,,,,,
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,158.11,6.54,8.69,16.17,,,,,,
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,150.98,6.54,8.67,15.48,,,,,,
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,143.35,6.70,8.85,14.75,,,,,,
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,140.00,6.70,8.83,14.44,,,,,,
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,149.11,6.78,9.06,15.43,,,,,,
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,149.14,6.70,9.08,15.48,,,,,,
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,144.65,6.62,9.10,15.05,,,,,,
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,147.71,6.54,9.12,15.41,,,,,,
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,148.86,6.62,9.35,15.57,,,,,,
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,149.41,6.78,9.70,15.66,,,,,,
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,148.76,6.86,9.95,15.62,,,,,,
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,153.75,6.86,10.08,16.16,,,,,,
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,168.31,6.95,10.34,17.71,,,,,,
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,168.31,6.95,10.47,17.72,,,,,,
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,167.88,7.03,10.74,17.67,,,,,,
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,172.99,7.03,10.87,18.21,,,,,,
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,180.77,7.27,11.24,19.02,,,,,,
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,181.10,7.33,11.32,19.04,,,,,,
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,187.95,7.58,11.70,19.74,,,,,,
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,190.15,7.74,11.95,19.94,,,,,,
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,190.15,7.79,12.03,19.91,,,,,,
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,189.12,7.85,12.12,19.77,,,,,,
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,184.14,7.70,11.88,19.21,,,,,,
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,184.38,7.65,11.81,19.20,,,,,,
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,179.78,7.71,11.89,18.69,,,,,,
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,183.39,7.77,11.97,19.04,,,,,,
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,178.11,7.62,11.75,18.46,,,,,,
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,173.99,7.58,11.68,18.01,,,,,,
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,170.74,7.33,10.98,17.66,,,,,,
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,165.70,7.27,10.58,17.13,,,,,,
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,163.58,7.47,10.55,16.90,,,,,,
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,165.60,7.59,10.39,17.10,,,,,,
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,152.83,7.71,10.24,15.78,,,,,,
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,149.30,7.93,10.20,15.42,,,,,,
