DATE,BAMLCC8A015PYTRIV
2016-02-19,3328.20
2016-02-22,3327.85
2016-02-23,3339.92
2016-02-24,3339.43
2016-02-25,3356.17
2016-02-26,3337.34
2016-02-29,3354.37
2016-03-01,3328.05
2016-03-02,3342.18
2016-03-03,3364.14
2016-03-04,3359.63
2016-03-07,3371.47
2016-03-08,3406.79
2016-03-09,3391.48
2016-03-10,3400.05
2016-03-11,3397.76
2016-03-14,3422.33
2016-03-15,3435.88
2016-03-16,3431.56
2016-03-17,3460.65
2016-03-18,3481.81
2016-03-21,3464.37
2016-03-22,3475.86
2016-03-23,3511.84
2016-03-24,3500.65
2016-03-28,3514.05
2016-03-29,3530.95
2016-03-30,3514.42
2016-03-31,3533.40
2016-04-01,3537.00
2016-04-04,3546.15
2016-04-05,3573.65
2016-04-06,3560.84
2016-04-07,3590.58
2016-04-08,3573.26
2016-04-11,3573.87
2016-04-12,3556.54
2016-04-13,3579.41
2016-04-14,3579.20
2016-04-15,3601.11
2016-04-18,3594.65
2016-04-19,3604.44
2016-04-20,3588.13
2016-04-21,3590.90
2016-04-22,3591.61
2016-04-25,3586.28
2016-04-26,3580.29
2016-04-27,3608.30
2016-04-28,3615.59
2016-04-29,3630.27
2016-04-30,3630.75
2016-05-02,3608.02
2016-05-03,3631.33
2016-05-04,3633.33
2016-05-05,3647.83
2016-05-06,3630.18
2016-05-09,3631.23
2016-05-10,3634.15
2016-05-11,3648.69
2016-05-12,3632.31
2016-05-13,3657.49
2016-05-16,3634.93
2016-05-17,3639.09
2016-05-18,3590.68
2016-05-19,3607.48
2016-05-20,3603.72
2016-05-23,3604.91
2016-05-24,3601.54
2016-05-25,3594.09
2016-05-26,3619.89
2016-05-27,3617.36
2016-05-30,3618.76
2016-05-31,3624.99
2016-06-01,3625.95
2016-06-02,3644.77
2016-06-03,3678.13
2016-06-06,3669.54
2016-06-07,3679.18
2016-06-08,3693.35
2016-06-09,3709.47
2016-06-10,3721.17
2016-06-13,3721.58
2016-06-14,3713.17
2016-06-15,3713.45
2016-06-16,3724.84
2016-06-17,3704.05
2016-06-20,3695.68
2016-06-21,3688.78
2016-06-22,3694.62
2016-06-23,3675.68
2016-06-24,3706.04
2016-06-27,3767.19
2016-06-28,3772.54
2016-06-29,3781.71
2016-06-30,3777.62
2016-07-01,3811.12
2016-07-04,3812.57
2016-07-05,3872.96
2016-07-06,3871.04
2016-07-07,3884.13
2016-07-08,3911.65
2016-07-11,3904.2
2016-07-12,3873.66
2016-07-13,3904.52
2016-07-14,3874.02
2016-07-15,3848.76
2016-07-18,3850.72
2016-07-19,3865.75
2016-07-20,3858.27
2016-07-21,3858.91
2016-07-22,3865.52
2016-07-25,3865.45
2016-07-26,3862.72
2016-07-27,3885.8
2016-07-28,3880.56
2016-07-29,3897.02
2016-07-31,3897.51
2016-08-01,3870.45
2016-08-02,3837.88
2016-08-03,3831.46
2016-08-04,3854.34
2016-08-05,3832.43
2016-08-08,3843.67
2016-08-09,3872.92
2016-08-10,3893.23
2016-08-11,3865.89
2016-08-12,3895.4
2016-08-15,3880.65
2016-08-16,3873.01
2016-08-17,3888.75
2016-08-18,3900.45
2016-08-19,3890.15
2016-08-22,3919.09
2016-08-23,3922.03
2016-08-24,3919.56
2016-08-25,3909.05
2016-08-26,3890
2016-08-29,3935.05
2016-08-30,3924.47
2016-08-31,3922.62
2016-09-01,3923.2
2016-09-02,3900.79
2016-09-05,3902.25
2016-09-06,3920.82
2016-09-07,3918.62
2016-09-08,3871.9
2016-09-09,3833.3
